id,postal,crowd
1,544965,29.52
2,467352,50.00
3,678295,17.25
4,538776,43.70
5,129880,44.85
6,119963,19.55
7,237994,19.55
8,556083,50.00
9,048980,25.30
10,556694,50.00
11,238872,14.95
12,159682,24.73
13,689687,29.90
14,379131,17.63
15,519498,50.00
16,560629,26.45
17,649882,36.80
18,650153,46.00
19,670260,26.45
20,270043,34.50
21,757632,18.40
22,528833,50.00
23,797650,20.70
24,678278,14.95
25,609646,50.00
26,640501,34.50
27,730676,27.60
28,400301,29.90
29,640960,37.95
30,358361,41.40
31,550254,50.00
32,521201,50.00
33,529684,23.00
34,082001,36.80
35,310107,9.20
36,730303,28.75
37,680624,26.45
38,760926,64.40
39,760290,57.50
40,677738,18.40
41,544583,35.65
42,618495,50.00
43,529705,14.95
44,569734,39.10
45,319194,28.75
46,327737,46.58
47,609958,20.13
