id,postal,crowd
1,544965,11.50
2,467352,14.38
3,678295,29.90
4,538776,6.13
5,129880,6.90
6,119963,4.60
7,237994,12.65
8,556083,1.15
9,048980,1.15
10,556694,0.00
11,238872,2.30
12,159682,1.73
13,689687,8.82
14,379131,11.50
15,519498,19.55
16,560629,16.10
17,649882,4.60
18,650153,19.55
19,670260,36.80
20,270043,9.20
21,757632,5.75
22,528833,37.95
23,797650,17.25
24,678278,8.05
25,609646,1.15
26,640501,8.05
27,730676,27.03
28,400301,3.45
29,640960,27.60
30,358361,18.40
31,550254,2.30
32,521201,46.00
33,529684,29.90
34,082001,20.70
35,310107,5.75
36,730303,47.15
37,680624,17.83
38,760926,2.30
39,760290,2.30
40,677738,51.75
41,544583,28.75
42,618495,4.60
43,529705,35.65
44,569734,0.58
45,319194,28.75
46,327737,32.78
47,609958,1.73
