id,postal,crowd
1,544965,50.00
2,467352,50.00
3,678295,26.45
4,538776,31.05
5,129880,50.00
6,119963,50.00
7,237994,50.00
8,556083,50.00
9,048980,11.50
10,556694,50.00
11,238872,50.00
12,159682,21.28
13,689687,21.47
14,379131,13.80
15,519498,17.25
16,560629,23.00
17,649882,32.20
18,650153,35.65
19,670260,12.65
20,270043,26.45
21,757632,14.95
22,528833,24.73
23,797650,11.50
24,678278,19.55
25,609646,13.80
26,640501,37.95
27,730676,34.50
28,400301,33.35
29,640960,28.75
30,358361,34.50
31,550254,29.90
32,521201,23.00
33,529684,50.00
34,082001,26.45
35,310107,3.45
36,730303,40.25
37,680624,21.85
38,760926,48.30
39,760290,47.15
40,677738,5.75
41,544583,31.63
42,618495,21.85
43,529705,16.10
44,569734,27.03
45,319194,23.00
46,327737,22.43
47,609958,16.10
